us,Red,IR,Ratio,Ambient,drdt,ddrdt,R+IR,dRed/dt (~7sec),dIR/dt,dRed/dIR,dRed*dIR/dt,dRed/dt*dIR/dt,ddRed/dt^2,d(R*|IR|)/dt,d(R+IR)/dt,dd(R+IR)/dt^2,R+IR,,Notes
307596403,-29.7,-35.8,0.8294,2.3,4.939,32.155,-65.5,-0.0001409127302,0.00005444355484,-0.3863636364,-0.0002395516413,-0.000000007671789954,-0.0000000007200144993,-0.003667253803,-0.00008646917534,-0.0000000006164172259,-65.5,,
307627615,-35.1,-33.4,1.0502,2.7,7.075,68.437,-68.5,-0.0001730103806,0.0000768935025,-0.4444444444,-0.0004152249135,-0.00000001330337413,-0.000000001027947172,-0.003494809689,-0.00009611687812,-0.000000000308973668,-68.5,,
307658826,-41.2,-30.7,1.3425,1.2,9.364,73.355,-71.9,-0.000195443914,0.00008650796194,-0.4426229508,-0.0005276985678,-0.00000001690745467,-0.0000000007187470646,-0.002963698696,-0.0001089359521,-0.0000000004107097893,-71.9,,
307690085,-46.5,-28,1.18834,-1,10.171,25.815,-74.5,-0.0001695511693,0.00008637512396,-0.5094339623,-0.000457788157,-0.00000001464500326,0.0000000008296031765,-0.001188777632,-0.0000831760453,0.0000000008253470497,-74.5,,
307721297,-49.8,-25.9,1.29738,-2.4,8.39,-57.067,-75.7,-0.0001057285659,0.00006728181469,-0.6363636364,-0.0002220299885,-0.00000000711360978,0.000000002041735287,0.0003902345252,-0.00003844675125,0.000000001430925303,-75.7,,
307752511,-50.3,-24.4,1.42796,-2.2,4.479,-125.283,-74.7,-0.00001601845326,0.00004805535977,-3,-0.00002402767989,-0.0000000007697725344,0.000000002874218656,0.002002306657,0.00003203690652,0.000000002258223048,-74.7,,
307783707,-47.8,-23.3,1.48514,-0.3,-0.208,-150.253,-71.1,0.00008013847929,0.00003526093089,0.44,0.00008815232722,0.00000000282575738,0.000000003080570659,0.003640851391,0.0001153994102,0.000000002670676737,-71.1,,
307814972,-42.7,-22.4,1.45512,2,-4.799,-146.845,-65.1,0.0001631217016,0.00002878618263,0.1764705882,0.0001468095314,0.000000004695651093,0.000000002660059696,0.005029905645,0.0001919078842,0.000000002452509105,-65.1,,
307846178,-35.6,-21.7,1.6435,3.5,-8.399,-115.378,-57.3,0.0002275203487,0.00002243158367,0.0985915493,0.0001592642441,0.000000005103641737,0.000000002059768018,0.005895020188,0.0002499519323,0.000000001856518411,-57.3,,
307877403,-27.4,-20.6,1.3253,3,-10.19,-57.352,-48,0.0002626100881,0.00003522818255,0.1341463415,0.0002888710969,0.000000009251276121,0.000000001124454894,0.006663891113,0.0002978382706,0.000000001534523434,-48,,
307908601,-18.7,-18.8,0.9936,0.9,-10.633,-14.184,-37.5,0.0002788640297,0.00005769600615,0.2068965517,0.0005019552535,0.00000001608934078,0.0000000005205425677,0.006823514328,0.0003365600359,0.00000000124008856,-37.5,,
307939826,-10.5,-16.1,1.19226,-1.7,-10.799,-5.331,-26.6,0.0002626100881,0.00008646917534,0.3292682927,0.0007090472378,0.00000002270767775,-0.0000000005209930661,0.005844995997,0.0003490792634,0.0000000004012830153,-26.6,,
307971037,-3.7,-12.3,1.0513,-3.2,-11.401,-19.288,-16,0.0002178719041,0.0001217519464,0.5588235294,0.0008279132357,0.0000000265263284,-0.0000000014327681,0.003958219858,0.0003396238506,-0.0000000003028154634,-16,,
308064721,3.2,2.3,1.346,3.1,74.335,3266.034,5.5,0.0000736518509,0.0001558430468,2.115942029,0.001075317023,0.00000001147812885,-0.000000004620808472,0.0005643439648,0.0002294948977,-0.000000003528530096,5.5,,
308095972,2.3,8,0.92258,5.2,-33.915,-3463.893,10.3,-0.00002879907843,0.0001823941634,-6.333333333,-0.000164154747,-0.000000005252783816,-0.000000001093579793,0.0003532686954,0.000153595085,-0.0000000008101683616,10.3,,
308127191,1.1,13.1,0.9524,4.9,-6.513,877.754,14.2,-0.00003843813063,0.0001633620552,-4.25,-0.0001960344662,-0.000000006279332015,-0.0000000003084398002,-0.0001278067843,0.0001249239245,-0.0000000009174477752,14.2,,
308283297,-31.8,-8.2,1.78598,0.1,281.441,13189.271,-40,-0.0002107542311,-0.0001364457484,0.6474164134,0.004489065122,0.00000002875651879,-0.000000005519590649,-0.001762712516,-0.0003471999795,-0.00000001512296691,-40,,
308314548,-45.9,-23.6,1.4659,3.2,-62.487,-11005.36,-69.5,-0.0004511855621,-0.0004927842309,1.092198582,0.006948257656,0.0000002223371302,-0.000000001540179948,-0.02631851781,-0.000943969793,-0.000000003822849945,-69.5,,
308345760,-60,-41.2,1.4565,4.9,-15.669,1499.998,-101.2,-0.0004517493272,-0.000563885685,1.24822695,0.007950788158,0.0000002547349788,0,-0.04449442522,-0.001015635012,-0.000000002293213632,-101.2,,
308376972,-72.7,-59.4,1.2242,3.9,-7.441,263.638,-132.1,-0.0004068947841,-0.0005831090606,1.433070866,0.00740548507,0.0000002372640353,0.000000001437092885,-0.05915609381,-0.0009900038447,0.0000000008211959342,-132.1,,
308408178,-83.2,-76.4,1.0889,0.6,-4.337,99.449,-159.6,-0.000336473755,-0.000544767032,1.619047619,0.005720053836,0.0000001832998089,0.000000002256216488,-0.06531115811,-0.000881240787,0.000000003484655185,-159.6,,
308439403,-90.8,-90.3,1.005,-3.1,-2.687,52.849,-181.1,-0.0002433947158,-0.0004451561249,1.828947368,0.003383186549,0.0000001083486485,0.000000002982728939,-0.05901553243,-0.0006885508407,0.000000006174772363,-181.1,,
308470656,-95.2,-99.9,0.9528,-5.3,-1.669,32.559,-195.1,-0.0001407864845,-0.0003071705116,2.181818182,0.001351550251,0.00000004324545647,0.000000003286092275,-0.04195565226,-0.0004479569961,0.000000007705167159,-195.1,,
308503356,-96.3,-104.6,0.9206,-5,-0.987,20.877,-200.9,-0.00003363914373,-0.0001437308869,4.272727273,0.0001581039755,0.000000004834983961,0.000000003428385779,-0.01720183486,-0.0001773700306,0.000000008657951734,-200.9,,
308533038,-94.4,-105,0.8988,-2.6,-0.735,8.494,-199.4,0.00006401185904,-0.00001347618085,-0.2105263158,-0.00002560474362,-0.000000000862635389,0.000000002986269198,0.005423488983,0.00005053567819,0.00000000696959354,-199.4,,
308564337,-89.9,-102.4,0.878,0.3,-0.664,2.258,-192.3,0.0001437745615,0.00008306974664,0.5777777778,0.0003738138599,0.0000000119433164,0.000000002687241508,0.02256429918,0.0002268443081,0.000000005939917456,-192.3,,
308595548,-83.5,-98.4,0.8492,1.7,-0.923,-8.291,-181.9,0.0002050559098,0.0001281599436,0.625,0.0008202236391,0.00000002627995383,0.000000001957933106,0.03169908045,0.0003332158534,0.000000003398560505,-181.9,,
308626760,-75.7,-93.8,0.807,0.9,-1.351,-13.734,-169.5,0.0002499038831,0.0001473792131,0.5897435897,0.001149557862,0.00000003683063765,0.000000001436928434,0.03574714853,0.0003972830962,0.000000002052713558,-169.5,,
308657985,-67.3,-89.2,0.7539,-1.5,-1.701,-11.19,-156.5,0.0002690152122,0.0001473178543,0.5476190476,0.001237469976,0.00000003963074383,0.000000000612307095,0.03514811849,0.0004163330665,0.0000000006103412216,-156.5,,
308689178,-59.3,-84.6,0.7006,-3.7,-1.708,-0.226,-143.9,0.0002564677973,0.0001474689834,0.575,0.001179751867,0.00000003782104534,-0.000000000401838748,0.03162183823,0.0004039367807,-0.0000000003969987435,-143.9,,
308720405,-52.6,-79.7,0.6599,-4.3,-1.306,12.879,-132.3,0.0002145579146,0.0001569154898,0.7313432836,0.001051333782,0.00000003366746026,-0.00000000134356691,0.02640535434,0.0003714734044,-0.000000001040726325,-132.3,,
308751668,-47.5,-74.6,0.6368,-2.5,-0.737,18.201,-122.1,0.000163132137,0.000163132137,1,0.0008319738989,0.00000002661209413,-0.000000001646836955,0.02075040783,0.0003262642741,-0.000000001447757721,-122.1,,
308782866,-43.4,-69.4,0.6253,0.8,-0.369,11.795,-112.8,0.0001314186807,0.0001666773511,1.268292683,0.0006833771396,0.00000002190451758,-0.000000001014408609,0.01703763062,0.0002980960318,-0.0000000009010089328,-112.8,,
308814085,-39.2,-64,0.612,3.7,-0.429,-1.935,-103.2,0.0001345334572,0.0001729715878,1.285714286,0.0007264806688,0.0000000232704657,0,0.01611710817,0.000307505045,0.0000000003015902689,-103.2,,
308845297,-33.7,-57.7,0.5841,4.9,-0.894,-14.891,-91.4,0.0001762142766,0.0002018454441,1.145454545,0.001110149942,0.0000000355680489,0.00000000133511065,0.01807990516,0.0003780597206,0.000000002259991531,-91.4,,
308876562,-26.5,-49.5,0.5343,3.8,-1.592,-22.334,-76,0.0002302894611,0.0002622741084,1.138888889,0.001888373581,0.00000006039896308,0.000000001732512639,0.02023796578,0.0004925635695,0.000000003668584162,-76,,
308907760,-17.8,-38.9,0.458,1.1,-2.446,-27.37,-56.7,0.0002788640297,0.0003397653696,1.218390805,0.002955958715,0.00000009474834013,0.000000001553640451,0.01985159305,0.0006186293993,0.000000004032171113,-56.7,,
308938985,-8.8,-25.9,0.50566,-1.3,-3.781,-42.771,-34.7,0.0002882305845,0.0004163330665,1.444444444,0.003746997598,0.0000001199999231,0.0000000003002293327,0.01487590072,0.0007045636509,0.000000002754479505,-34.7,,
308970233,-0.5,-11.3,0.41644,-2.2,-9.348,-178.139,-11.8,0.0002656169995,0.0004672299027,1.759036145,0.003878008193,0.0000001241042048,-0.0000000007242140906,0.007113095238,0.0007328469022,0.0000000009057886719,-11.8,,
309001456,6.4,3.8,0.72356,-1.1,53.221,2003.947,10.2,0.0002209909362,0.0004836178458,2.188405797,0.003336963136,0.0000001068751605,-0.000000001428125426,0.0009598693271,0.000704608782,-0.0000000009036776822,10.2,,
309032668,12.3,17.6,0.50688,1.4,-32.268,-2738.995,29.9,0.0001890298603,0.0004421376394,2.338983051,0.002608612072,0.00000008357721621,-0.000000001023638851,0.006156606433,0.0006311674997,-0.000000002352153294,29.9,,
309063879,18.1,28.8,0.6282,3.7,-2.377,957.725,46.9,0.0001858319182,0.0003588478421,1.931034483,0.002081317484,0.00000006668538285,-0.0000000001024587363,0.009765787703,0.0005446797603,-0.000000002770977167,46.9,,
309095116,24.6,37,0.6659,4.5,1.207,114.737,61.6,0.000208086564,0.0002625092038,1.261538462,0.001706309825,0.00000005462463825,0.0000000007130385369,0.01245061946,0.0004705957678,-0.000000002373650075,61.6,,
309126350,32,42.3,0.7555,3.1,2.867,53.144,74.3,0.0002369213037,0.0001696868797,0.7162162162,0.00125568291,0.00000004020243676,0.0000000009230956781,0.01419606839,0.0004066081834,-0.00000000204845486,74.3,,
309157562,38.9,45.4,0.8562,0.5,3.227,11.531,84.3,0.0002210688197,0.00009932077406,0.4492753623,0.000685313341,0.00000002195672629,-0.0000000005075393489,0.01321478918,0.0003203895937,-0.000000002760408198,84.3,,
309188774,43.2,46.8,0.9227,-2,2.131,-35.112,90,0.0001377675253,0.00004485454312,0.3255813953,0.0001928745354,0.000000006179499405,-0.000000002668886786,0.008192361912,0.0001826220684,-0.000000004413928147,90,,
309219977,43.3,47.4,0.9132,-2.8,-0.304,-78.05,90.7,0.000003204820049,0.0000192289203,6,0.00000192289203,0,-0.000000004311249047,0.0009825978271,0.00002243374035,-0.000000005132267336,90.7,,
309251191,38.7,47.9,0.8069,-1.1,-3.407,-99.408,86.6,-0.00014736977,0.00001601845326,-0.1086956522,-0.00007368488499,-0.000000002360635772,-0.00000000482564465,-0.006365412956,-0.0001313513167,-0.000000004928534342,86.6,,
309282456,30,48.4,0.6186,2.2,-6.021,-83.623,78.4,-0.0002782664321,0.00001599232368,-0.05747126437,-0.0001391332161,-0.000000004450126853,-0.000000004193524128,-0.01284919239,-0.0002622741084,-0.000000004194361239,78.4,,
309313668,18.7,48.2,0.72984,5.5,-7.395,-43.991,66.9,-0.0003620402409,-0.000006407791875,0.01769911504,0.00007240804819,0.000000002319878514,-0.000000002679475734,-0.01764257337,-0.0003684480328,-0.000000003395935531,66.9,,
309344879,6.2,45.5,0.6186,6.7,-8.078,-21.898,51.7,-0.0004004998238,-0.00008650796194,0.216,0.001081349524,0.00000003464642351,-0.000000001232205012,-0.01984044087,-0.0004870077857,-0.000000003798531107,51.7,,
309469786,-54.2,-15.5,1.23204,-4.4,288.496,14005.979,-69.7,-0.0004835597685,-0.0004883633423,1.009933775,0.02949714588,0.0000002361528647,-0.000000002661239457,-0.008984284308,-0.0009719231108,-0.00000001553668018,-69.7,,
309500972,-68.1,-38.8,0.84582,-3.8,-55.884,-11042.777,-106.9,-0.0004457128199,-0.0007471301225,1.676258993,0.0103851087,0.0000003330054737,0.0000000003030010217,-0.05778811005,-0.001192842942,-0.000000001768674546,-106.9,,
309532191,-77.4,-60,0.75272,-1.2,-14.911,1312.437,-137.4,-0.0002978955123,-0.0006790736411,2.279569892,0.006315384862,0.0000002022929902,0.000000004739861076,-0.0641186457,-0.0009769691534,0.000000006922137784,-137.4,,
309563456,-80.5,-76.8,0.7045,1.3,-7.712,230.258,-157.3,-0.00009915240684,-0.0005373420758,5.419354839,0.001665760435,0.00000005327876011,0.000000006366094542,-0.04920518151,-0.0006364944826,0.00000001090600822,-157.3,,
309594654,-78.1,-88.6,0.67124,1.8,-5.33,76.342,-166.7,0.00007692800821,-0.0003782293737,-4.916666667,-0.0009077504968,-0.00000002909643236,0.000000005631869984,-0.02363164305,-0.0003013013655,0.00000001072103365,-166.7,,
309625866,-72.6,-96.2,0.7546,-0.3,-4.075,40.21,-168.8,0.0001762142766,-0.0002434960912,-1.381818182,-0.001339228502,-0.00000004290748756,0.000000003182456194,-0.002065231321,-0.00006728181469,0.000000007501107468,-168.8,,
309657085,-66.5,-100.4,0.6622,-3.9,-2.958,35.774,-166.9,0.0001953938307,-0.0001345334572,-0.6885245902,-0.0008206540889,-0.00000002628700755,0.0000000006144929553,0.009850411608,0.00006086037349,0.000000004105542361,-166.9,,
309688350,-61.7,-101.6,0.6073,-6.7,-1.758,38.379,-163.3,0.0001535263074,-0.00003838157684,-0.25,-0.0001842315688,-0.000000005892581764,-0.000000001341091108,0.01304589797,0.0001151447305,0.000000001738824339,-163.3,,
309719571,-58.4,-99.6,0.5865,-7,-0.666,34.985,-158,0.0001056980878,0.00006405944717,0.6060606061,0.0002113961757,0.000000006770961073,-0.000000001529768737,0.01447999744,0.000169757535,0.000000001746771293,-158,,
309750774,-55.4,-94.4,0.5873,-4.5,0.026,22.191,-149.8,0.00009614460148,0.0001666506426,1.733333333,0.0004999519277,0.00000001602255962,-0.0000000003059955269,0.01880844791,0.000262795244,0.000000002979972104,-149.8,,
309781972,-51,-86.4,0.5901,-0.6,0.089,1.988,-137.4,0.0001410346817,0.000256426694,1.818181818,0.001128277454,0.00000003616505717,0.000000001438646291,0.02639143535,0.0003974613757,0.000000004315807188,-137.4,,
309813191,-43.6,-76.2,0.5722,2.5,-0.572,-21.144,-119.8,0.0002370351389,0.0003267241103,1.378378378,0.002417758416,0.00000007744509486,0.000000003077134981,0.03472500721,0.0005637592492,0.000000005330401739,-119.8,,
309844456,-33.1,-64.5,0.5137,3.1,-1.872,-41.593,-97.6,0.0003358387974,0.0003742203742,1.114285714,0.003929313929,0.0000001256777204,0.00000000316485661,0.03797761075,0.0007100591716,0.000000004686246274,-97.6,,
309875654,-21.1,-52.1,0.4044,1.1,-3.504,-52.298,-73.2,0.000384640041,0.0003974613757,1.033333333,0.004769536509,0.0000001528795599,0.000000001560890569,0.03319571767,0.0007821014168,0.000000002304245807,-73.2,,
309906879,-10.1,-40.1,0.46626,-2,-4.916,-45.245,-50.2,0.0003522818255,0.000384307446,1.090909091,0.004227381906,0.0000001353845286,-0.00000000103718878,0.02223538831,0.0007365892714,-0.000000001458816121,-50.2,,
309938116,-2,-28.9,0.3928,-4.1,-5.811,-28.646,-30.9,0.0002593078721,0.0003585491564,1.382716049,0.002904248167,0.00000009297461879,-0.000000002977548547,0.01111534398,0.0006178570285,-0.000000003802473752,-30.9,,
310031760,9.4,2.6,1.07022,0.6,140.187,5100.102,12,0.0001217376447,0.000336380334,2.763157895,0.003834735808,0.00000004095014959,-0.000000004404079373,0.0008782196403,0.0004581179787,-0.000000005113776925,12,,
310063025,13.9,14.4,0.51642,2.2,-85.069,-7204.746,28.3,0.0001439309132,0.000377418839,2.622222222,0.001698384775,0.00000005432223814,0.0000000002369961606,0.005620342236,0.0005213497521,0.000000000675235716,28.3,,
310094231,19.9,27.7,0.46736,1.5,-7.862,2474.106,47.6,0.0001922707172,0.0004262000897,2.216666667,0.002557200538,0.00000008194579691,0.000000001546131585,0.01125008011,0.0006184708069,0.000000003106382689,47.6,,
310125443,26.9,42.3,0.45084,-0.9,-2.646,167.14,69.2,0.0002242727156,0.0004677688069,2.085714286,0.003274381648,0.0000001049077806,0.000000001025507866,0.01879533513,0.0006920415225,0.000000002357582375,69.2,,
310156654,34.1,57.1,0.44288,-3.7,-1.276,43.887,91.2,0.0002306878985,0.0004741917914,2.055555556,0.003414180898,0.0000001093903078,0.0000000002055357835,0.02592803819,0.0007048796899,0.0000000004113215225,91.2,,
310187879,40.8,70.7,0.43892,-5.3,-0.634,20.551,111.5,0.0002145716573,0.0004355484388,2.029850746,0.00291817454,0.00000009345635035,-0.0000000005163641399,0.03002241793,0.0006501200961,-0.000000001754496613,111.5,,
310219116,46.7,81.8,0.43768,-4.6,-0.199,13.947,128.5,0.0001888785735,0.0003553478247,1.881355932,0.002096552166,0.00000006711759022,-0.0000000008228369524,0.02994845856,0.0005442263982,-0.000000003391311382,128.5,,
310250337,51.2,89.3,0.43832,-1.8,0.103,9.673,140.5,0.0001441337561,0.0002402229269,1.666666667,0.001081003171,0.00000003462423276,-0.000000001432430046,0.02408955511,0.000384356683,-0.000000005117959957,140.5,,
310281548,53.5,91.8,0.43996,1.7,0.264,5.159,145.3,0.00007369196758,0.00008009996476,1.086956522,0.0001842299189,0.000000005902724006,-0.000000002256231016,0.01086604082,0.0001537919323,-0.000000007384925232,145.3,,
310312813,52.2,88.2,0.44184,4.4,0.298,1.079,140.4,-0.00004158004158,-0.0001151447305,2.769230769,0.0001496881497,0.000000004787722683,-0.000000003693313548,-0.009827602751,-0.0001567247721,-0.000000009948950833,140.4,,
310344023,46.5,77.6,0.44346,5,0.261,-1.197,124.1,-0.0001826337712,-0.0003396347325,1.859649123,0.001935917975,0.00000006202877203,-0.000000004511553803,-0.03190131368,-0.0005222685037,-0.00000001169178735,124.1,,
310375231,36.5,60.1,0.44496,3.4,0.24,-0.678,96.6,-0.0003204306588,-0.0005607536529,1.75,0.005607536529,0.0000001796826624,-0.000000004415151797,-0.04533292745,-0.0008811843117,-0.00000001150002589,96.6,,
310406443,23.3,37.7,0.44722,0.7,0.362,3.908,61,-0.0004229142637,-0.00071767269,1.696969697,0.009473279508,0.0000003035140173,-0.000000003283888905,-0.04213892093,-0.001140586954,-0.000000008312055948,61,,
310437668,8.2,12.7,0.45376,-1.5,1.048,21.972,20.9,-0.0004835868695,-0.0008006405124,1.655629139,0.01208967174,0.000000387179239,-0.000000001943887151,-0.02479647718,-0.001284227382,-0.000000004602089843,20.9,,
310468919,-7.5,-12.1,0.4479,-2,-0.938,-63.554,-19.6,-0.0005023839237,-0.0007935746056,1.579617834,0.01245912131,0.0000003986791241,-0.0000000006019873249,-0.006236280439,-0.001295958529,-0.0000000003756972753,-19.6,,
310500138,-23.2,-34.1,0.4595,-0.6,1.859,89.602,-57.3,-0.0005028988757,-0.0007046990615,1.401273885,0.01106377527,0.0000003543923657,0,-0.02243409462,-0.001207597937,0.000000002827448471,-57.3,,
310531350,-37.6,-51.1,0.47066,1.5,1.786,-2.323,-88.7,-0.000461361015,-0.0005446623094,1.180555556,0.007843137255,0.0000002512859559,0.000000001330531429,-0.03621171344,-0.001006023324,0.000000006456792748,-88.7,,
310562548,-49.4,-61.6,0.48378,2.7,2.105,10.197,-111,-0.0003782293737,-0.0003365600359,0.8898305085,0.003971408424,0.0000001272968916,0.000000002663451279,-0.03595358677,-0.0007147894096,0.000000009330831564,-111,,
310593813,-57.3,-65,0.4996,1.9,2.53,13.616,-122.3,-0.0002526787142,-0.0001087478011,0.4303797468,0.0008591076283,0.00000002747825454,0.000000004024317567,-0.0217962578,-0.0003614265153,0.00000001132645985,-122.3,,
310625038,-60.9,-62.3,0.51922,-0.9,3.141,19.549,-123.2,-0.0001152922338,0.00008646917534,-0.75,-0.0003112890312,-0.000000009969224379,0.00000000439425813,-0.002228022418,-0.00002882305845,0.00000001063820428,-123.2,,
310656231,-61,-55.2,0.54444,-4.1,4.041,28.877,-116.2,-0.000003205847466,0.0002276151701,-71,-0.00002276151701,-0.0000000007296995161,0.000000003589636071,0.01368480108,0.0002244093226,0.000000008109924133,-116.2,,
310687443,-58.7,-46,0.57904,-6,5.544,48.127,-104.7,0.00007368960656,0.0002947584262,4,0.0006779443804,0.00000002172063246,0.000000002465150964,0.0213699859,0.0003684480328,0.000000004617661341,-104.7,,
310718697,-55.7,-36.2,0.63078,-5.6,8.278,87.485,-91.9,0.00009598771357,0.0003135598643,3.266666667,0.000940679593,0.00000003009789445,0.0000000007144081447,0.02188071927,0.0004095475779,0.000000001316786656,-91.9,,
310749919,-52.9,-27.3,0.71178,-3.1,12.97,150.298,-80.2,0.0000896803536,0.0002850554096,3.178571429,0.000798155147,0.00000002556386993,-0.0000000002018096876,0.01832585997,0.0003747357632,-0.000000001113835498,-80.2,,
310781138,-50.4,-19.6,0.83794,-0.3,20.208,231.817,-70,0.0000800794388,0.0002466446715,3.08,0.0006166116788,0.00000001975116688,-0.0000000003075047977,0.01461706012,0.0003267241103,-0.000000001537750718,-70,,
310812350,-47.5,-13.1,1.04796,1,33.643,430.462,-60.6,0.00009291298219,0.0002082532359,2.24137931,0.0006039343842,0.0000000193494292,0.0000000004110811808,0.01171312316,0.0003011662181,-0.0000000008186646656,-60.6,,
310843600,-43.1,-6.9,1.5797,-0.1,85.079,1645.951,-50,0.0001408,0.0001984,1.409090909,0.00087296,0.00000002793472,0.000000001534250218,0.01039552,0.0003392,0.000000001218562792,-50,,
310874774,-36.6,-0.1,61.52016,-3.1,9613.853,305664.125,-36.7,0.0002085070892,0.0002181304934,1.046153846,0.001417848207,0.00000004548175425,0.000000002166626856,0.009422274973,0.0004266375826,0.000000002798002643,-36.7,,
311062116,-8.9,-0.9,2.30064,3.7,377.84,13025.495,-9.8,0.0001478579283,-0.000004270265077,-0.02888086643,-0.0001182863426,-0.0000000006313925475,-0.000000001945504618,-0.00002321956635,0.0001435876632,-0.000000009079679201,-9.8,,
311093350,-5.2,-4,0.5822,2.8,-275.093,-20904.541,-9.2,0.0001184606519,-0.00009925081642,-0.8378378378,-0.0003672280207,-0.00000001175731641,-0.0000000001569177036,-0.0004094896587,0.00001920983544,-0.0000000006639078678,-9.2,,
311155813,11,8.2,0.59256,-2.7,86.715,5499.986,19.2,0.0002593535373,0.0001953156269,0.7530864198,0.003164113155,0.00000005065579871,0.000000004510881906,0.001777052015,0.0004546691641,0.00000001394183674,19.2,,
311187025,21,22.9,0.50626,-3.5,-13.822,-3221.123,43.9,0.0003203895937,0.0004709727028,1.47,0.004709727028,0.0000001508947529,0.0000000009771553792,0.01251762143,0.0007913622966,0.000000005390281165,43.9,,
